group	node_shape	node_role	target_classes	closed	ignored_properties	property_shape_count	sparql_constraint_count
SchemaImports	urn:codex:bootstrap:1.0.0#SchemaImports#shape	root	urn:codex:bootstrap:1.0.0#SchemaImports	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TargetConcept	urn:codex:bootstrap:1.0.0#TargetConcept#shape	root	urn:codex:bootstrap:1.0.0#TargetConcept	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TargetContext	urn:codex:bootstrap:1.0.0#TargetContext#shape	root	urn:codex:bootstrap:1.0.0#TargetContext	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
Targets	urn:codex:bootstrap:1.0.0#Targets#shape	root	urn:codex:bootstrap:1.0.0#Targets	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
Targets	urn:codex:bootstrap:1.0.0#Targets#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	subshape				1	0
Targets	urn:codex:bootstrap:1.0.0#Targets#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	subshape				1	0
Then	urn:codex:bootstrap:1.0.0#Then#shape	root	urn:codex:bootstrap:1.0.0#Then	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TraitCardinality	urn:codex:bootstrap:1.0.0#TraitCardinality#shape	root	urn:codex:bootstrap:1.0.0#TraitCardinality	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	5	0
TraitCardinality	urn:codex:bootstrap:1.0.0#TraitCardinality#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	subshape				1	0
TraitCardinality	urn:codex:bootstrap:1.0.0#TraitCardinality#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	subshape				1	0
TraitDefinition	urn:codex:bootstrap:1.0.0#TraitDefinition#shape	root	urn:codex:bootstrap:1.0.0#TraitDefinition	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	9	1
TraitDefinition	urn:codex:bootstrap:1.0.0#TraitDefinition#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	subshape				2	0
TraitDefinition	urn:codex:bootstrap:1.0.0#TraitDefinition#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	subshape				2	0
TraitDefinitions	urn:codex:bootstrap:1.0.0#TraitDefinitions#shape	root	urn:codex:bootstrap:1.0.0#TraitDefinitions	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TraitEquals	urn:codex:bootstrap:1.0.0#TraitEquals#shape	root	urn:codex:bootstrap:1.0.0#TraitEquals	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
TraitExists	urn:codex:bootstrap:1.0.0#TraitExists#shape	root	urn:codex:bootstrap:1.0.0#TraitExists	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TraitLessOrEqual	urn:codex:bootstrap:1.0.0#TraitLessOrEqual#shape	root	urn:codex:bootstrap:1.0.0#TraitLessOrEqual	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
TraitMissing	urn:codex:bootstrap:1.0.0#TraitMissing#shape	root	urn:codex:bootstrap:1.0.0#TraitMissing	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TraitPath	urn:codex:bootstrap:1.0.0#TraitPath#shape	root	urn:codex:bootstrap:1.0.0#TraitPath	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
TraitRules	urn:codex:bootstrap:1.0.0#TraitRules#shape	root	urn:codex:bootstrap:1.0.0#TraitRules	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	5	0
TraitRules	urn:codex:bootstrap:1.0.0#TraitRules#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	subshape				1	0
TraitRules	urn:codex:bootstrap:1.0.0#TraitRules#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	subshape				1	0
TraitRules	urn:codex:bootstrap:1.0.0#TraitRules#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/2	subshape				1	0
TraitValueType	urn:codex:bootstrap:1.0.0#TraitValueType#shape	root	urn:codex:bootstrap:1.0.0#TraitValueType	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
UniqueConstraint	urn:codex:bootstrap:1.0.0#UniqueConstraint#shape	root	urn:codex:bootstrap:1.0.0#UniqueConstraint	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
ValidatorDefinition	urn:codex:bootstrap:1.0.0#ValidatorDefinition#shape	root	urn:codex:bootstrap:1.0.0#ValidatorDefinition	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	5	1
ValidatorDefinitions	urn:codex:bootstrap:1.0.0#ValidatorDefinitions#shape	root	urn:codex:bootstrap:1.0.0#ValidatorDefinitions	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
ValueInNumericRange	urn:codex:bootstrap:1.0.0#ValueInNumericRange#shape	root	urn:codex:bootstrap:1.0.0#ValueInNumericRange	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
ValueInNumericRange	urn:codex:bootstrap:1.0.0#ValueInNumericRange#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	subshape				1	0
ValueInNumericRange	urn:codex:bootstrap:1.0.0#ValueInNumericRange#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	subshape				1	0
ValueIsNonEmpty	urn:codex:bootstrap:1.0.0#ValueIsNonEmpty#shape	root	urn:codex:bootstrap:1.0.0#ValueIsNonEmpty	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	2	0
ValueIsOneOf	urn:codex:bootstrap:1.0.0#ValueIsOneOf#shape	root	urn:codex:bootstrap:1.0.0#ValueIsOneOf	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
ValueIsValid	urn:codex:bootstrap:1.0.0#ValueIsValid#shape	root	urn:codex:bootstrap:1.0.0#ValueIsValid	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
ValueLength	urn:codex:bootstrap:1.0.0#ValueLength#shape	root	urn:codex:bootstrap:1.0.0#ValueLength	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
ValueLength	urn:codex:bootstrap:1.0.0#ValueLength#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	subshape				1	0
ValueLength	urn:codex:bootstrap:1.0.0#ValueLength#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	subshape				1	0
ValueMatchesPattern	urn:codex:bootstrap:1.0.0#ValueMatchesPattern#shape	root	urn:codex:bootstrap:1.0.0#ValueMatchesPattern	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	4	0
ValueTypeDefinition	urn:codex:bootstrap:1.0.0#ValueTypeDefinition#shape	root	urn:codex:bootstrap:1.0.0#ValueTypeDefinition	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	5	1
ValueTypeDefinitions	urn:codex:bootstrap:1.0.0#ValueTypeDefinitions#shape	root	urn:codex:bootstrap:1.0.0#ValueTypeDefinitions	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
When	urn:codex:bootstrap:1.0.0#When#shape	root	urn:codex:bootstrap:1.0.0#When	true	http://www.w3.org/1999/02/22-rdf-syntax-ns#type | urn:codex:bootstrap:1.0.0#codex/content | urn:codex:bootstrap:1.0.0#codex/declaredId | urn:codex:bootstrap:1.0.0#codex/isEntity | urn:codex:bootstrap:1.0.0#codex/parentNode	3	0
