group	node_shape	property_subject	property_kind	path	class	datatype	node	node_kind	min_count	max_count	has_value	min_length	max_length	min_inclusive	max_inclusive	pattern	flags	in_values
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/child/76c46cdf175fdefe2f32038b87834ee819b10087be2b16f32421ab871a77abcd	child	urn:codex:bootstrap:1.0.0#ConceptDefinition#child/76c46cdf175fdefe2f32038b87834ee819b10087be2b16f32421ab871a77abcd	urn:codex:bootstrap:1.0.0#TraitRules													
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/child/b747b15006f1056f768b42544164d9f2adbf80676fbb09af48d0d4f932b4bb42	child	urn:codex:bootstrap:1.0.0#ConceptDefinition#child/b747b15006f1056f768b42544164d9f2adbf80676fbb09af48d0d4f932b4bb42	urn:codex:bootstrap:1.0.0#CollectionRules													
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/child/c8e2941f9e04d816896a86c8f1a6b997031f5292e7a98123a19c9d52d145f4b0	child	urn:codex:bootstrap:1.0.0#ConceptDefinition#child/c8e2941f9e04d816896a86c8f1a6b997031f5292e7a98123a19c9d52d145f4b0	urn:codex:bootstrap:1.0.0#ContentRules													
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	true							
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/trait/2c70e12b7a0646f92279f427c7b38e7334d8e5389cff167a1dc30e73f826b683	trait	urn:codex:bootstrap:1.0.0#key		urn:cdx:value-type:LookupToken				1								
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/trait/4437253f37ee1f3064b11a243d63d67fff606f4392ec666b5a8cf2d9d999451e	trait	urn:codex:bootstrap:1.0.0#conceptKind					1	1								$Semantic | $Structural | $ValueLike
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/trait/4b168d88dc872a7753c2bc35b36a2d4249487af55baf78f247f38cae2fe962da	trait	urn:codex:bootstrap:1.0.0#role		http://www.w3.org/2001/XMLSchema#string				1								
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/trait/6379b227d84a69b19ecaab2b9fcfd7baa32cddceaf11af000f2c09afd7a3ffad	trait	urn:codex:bootstrap:1.0.0#entityEligibility					1	1								$MustBeEntity | $MustNotBeEntity
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/trait/82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	trait	urn:codex:bootstrap:1.0.0#name		http://www.w3.org/2001/XMLSchema#string			1	1								
ConceptDefinition	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape	urn:codex:bootstrap:1.0.0#ConceptDefinition#shape/property/trait/c9046f7a37ad0ea7cee73355984fa5428982f8b37c8f7bcec91f7ac71a7cd104	trait	urn:codex:bootstrap:1.0.0#description		http://www.w3.org/2001/XMLSchema#string				1								
ConceptDefinitions	urn:codex:bootstrap:1.0.0#ConceptDefinitions#shape	urn:codex:bootstrap:1.0.0#ConceptDefinitions#shape/property/child/c223c1de24aacd3ce19f82703870880c5e886f098daa668d1723916f9856e7db	child	urn:codex:bootstrap:1.0.0#ConceptDefinitions#child/c223c1de24aacd3ce19f82703870880c5e886f098daa668d1723916f9856e7db	urn:codex:bootstrap:1.0.0#ConceptDefinition				1									
ConceptDefinitions	urn:codex:bootstrap:1.0.0#ConceptDefinitions#shape	urn:codex:bootstrap:1.0.0#ConceptDefinitions#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ConceptDefinitions	urn:codex:bootstrap:1.0.0#ConceptDefinitions#shape	urn:codex:bootstrap:1.0.0#ConceptDefinitions#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ConceptOption	urn:codex:bootstrap:1.0.0#ConceptOption#shape	urn:codex:bootstrap:1.0.0#ConceptOption#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ConceptOption	urn:codex:bootstrap:1.0.0#ConceptOption#shape	urn:codex:bootstrap:1.0.0#ConceptOption#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ConceptOption	urn:codex:bootstrap:1.0.0#ConceptOption#shape	urn:codex:bootstrap:1.0.0#ConceptOption#shape/property/trait/f2ef0d70878dd6ee20538ab51f8bef94ca47ec3243addbf9c2aa764660fcd992	trait	urn:codex:bootstrap:1.0.0#conceptSelector		urn:cdx:value-type:ConceptName			1	1								
ConditionalConstraint	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape/property/child/3d745e0fed6a77322d1cf1774c18705c73dd9512c8e633027c04213e97b1e288	child	urn:codex:bootstrap:1.0.0#ConditionalConstraint#child/3d745e0fed6a77322d1cf1774c18705c73dd9512c8e633027c04213e97b1e288	urn:codex:bootstrap:1.0.0#Then				1	1								
ConditionalConstraint	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape/property/child/cbf96509b0f6bad1035019f772279e8d24a809dad5e1c6144326f01fa235e9e1	child	urn:codex:bootstrap:1.0.0#ConditionalConstraint#child/cbf96509b0f6bad1035019f772279e8d24a809dad5e1c6144326f01fa235e9e1	urn:codex:bootstrap:1.0.0#When				1	1								
ConditionalConstraint	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ConditionalConstraint	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape	urn:codex:bootstrap:1.0.0#ConditionalConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ConstraintDefinition	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape/property/child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	child	urn:codex:bootstrap:1.0.0#ConstraintDefinition#child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	urn:codex:bootstrap:1.0.0#Rule				1	1								
ConstraintDefinition	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape/property/child/8a6a39c010373981170bdc5c74de7722d27b2b3eef7423688c007facaa9be0ae	child	urn:codex:bootstrap:1.0.0#ConstraintDefinition#child/8a6a39c010373981170bdc5c74de7722d27b2b3eef7423688c007facaa9be0ae	urn:codex:bootstrap:1.0.0#Targets				1	1								
ConstraintDefinition	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	true							
ConstraintDefinition	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ConstraintDefinition	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape/property/trait/aaf2320646108059a87ab5017a86aee454f5378ed95003dbb2e12f4ca5266e0e	trait	urn:codex:bootstrap:1.0.0#title		http://www.w3.org/2001/XMLSchema#string				1								
ConstraintDefinition	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinition#shape/property/trait/c9046f7a37ad0ea7cee73355984fa5428982f8b37c8f7bcec91f7ac71a7cd104	trait	urn:codex:bootstrap:1.0.0#description		http://www.w3.org/2001/XMLSchema#string				1								
ConstraintDefinitions	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#shape/property/child/07eaf5b19623e5d8f3ce333400b6e7b8846ab73d2a6e2d1f002df73a0f8c368d	child	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#child/07eaf5b19623e5d8f3ce333400b6e7b8846ab73d2a6e2d1f002df73a0f8c368d	urn:codex:bootstrap:1.0.0#ConstraintDefinition				1									
ConstraintDefinitions	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ConstraintDefinitions	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#shape	urn:codex:bootstrap:1.0.0#ConstraintDefinitions#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/property/trait/1303c06b0b014d0ce7b988ab173a13f31227d417058ff4bbe6f8c222b4ad913c	trait	urn:codex:bootstrap:1.0.0#type					1	1								$ContentMatchesPattern | $ContentRequired | $ForbidsContent
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/property/trait/1fd38d5cbd2a997b91f725cb1cb0a710849db30dac491ee42e92443fd8e3c1a2	trait	urn:codex:bootstrap:1.0.0#pattern		http://www.w3.org/2001/XMLSchema#string				1								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/property/trait/2934fb49d6b38adef036c28fac69f188feae09259f3184e6d9cfbd0f35454fec	trait	urn:codex:bootstrap:1.0.0#flags		http://www.w3.org/2001/XMLSchema#string				1								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ContentMatchesPattern							
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern					1									
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/03dcdbf79cadbde58b6ef9f799e06dfb686f27f40769c0ce6d978a285d723351		urn:codex:bootstrap:1.0.0#flags						0								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ContentRequired							
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern						0								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/03dcdbf79cadbde58b6ef9f799e06dfb686f27f40769c0ce6d978a285d723351		urn:codex:bootstrap:1.0.0#flags						0								
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ForbidsContent							
ContentConstraint	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#ContentConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern						0								
ContentPath	urn:codex:bootstrap:1.0.0#ContentPath#shape	urn:codex:bootstrap:1.0.0#ContentPath#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ContentPath	urn:codex:bootstrap:1.0.0#ContentPath#shape	urn:codex:bootstrap:1.0.0#ContentPath#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ContentRules	urn:codex:bootstrap:1.0.0#ContentRules#shape	urn:codex:bootstrap:1.0.0#ContentRules#shape/property/child/17d213f4cc54fe7519d8e8dc27b30c533e9a0c9a10785db206ebbd565e39f666	child	urn:codex:bootstrap:1.0.0#ContentRules#child/17d213f4cc54fe7519d8e8dc27b30c533e9a0c9a10785db206ebbd565e39f666	urn:codex:bootstrap:1.0.0#ForbidsContent					1								
ContentRules	urn:codex:bootstrap:1.0.0#ContentRules#shape	urn:codex:bootstrap:1.0.0#ContentRules#shape/property/child/81635085895e4ed3f209da7519bba02de25595258eef03e30fb3058e7d75b2dd	child	urn:codex:bootstrap:1.0.0#ContentRules#child/81635085895e4ed3f209da7519bba02de25595258eef03e30fb3058e7d75b2dd	urn:codex:bootstrap:1.0.0#AllowsContent					1								
ContentRules	urn:codex:bootstrap:1.0.0#ContentRules#shape	urn:codex:bootstrap:1.0.0#ContentRules#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ContentRules	urn:codex:bootstrap:1.0.0#ContentRules#shape	urn:codex:bootstrap:1.0.0#ContentRules#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/property/trait/1303c06b0b014d0ce7b988ab173a13f31227d417058ff4bbe6f8c222b4ad913c	trait	urn:codex:bootstrap:1.0.0#type					1	1								$OnlyValidUnderContext | $OnlyValidUnderParent
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/property/trait/a72ca6dc0a92e84080f2dda6f7bc99a7a35be619b02c88bac20f0be220d6baaa	trait	urn:codex:bootstrap:1.0.0#contextSelector		urn:cdx:value-type:ConceptName				1								
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/8c0664c2706815e2a8fe21eb55c3e43887b883ca8353d5548635b4a490dc80cb		urn:codex:bootstrap:1.0.0#contextSelector					1									
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$OnlyValidUnderContext							
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/8c0664c2706815e2a8fe21eb55c3e43887b883ca8353d5548635b4a490dc80cb		urn:codex:bootstrap:1.0.0#contextSelector						0								
ContextConstraint	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ContextConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$OnlyValidUnderParent							
Count	urn:codex:bootstrap:1.0.0#Count#shape	urn:codex:bootstrap:1.0.0#Count#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
Count	urn:codex:bootstrap:1.0.0#Count#shape	urn:codex:bootstrap:1.0.0#Count#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
Count	urn:codex:bootstrap:1.0.0#Count#shape	urn:codex:bootstrap:1.0.0#Count#shape/property/trait/a7760e7549cabbd3fe9c479077ea42e464c6ff9dc02400d95cefaf05745155ef	trait	urn:codex:bootstrap:1.0.0#minCount		http://www.w3.org/2001/XMLSchema#integer				1								
Count	urn:codex:bootstrap:1.0.0#Count#shape	urn:codex:bootstrap:1.0.0#Count#shape/property/trait/d0685efba23430ec703fce822145f7ecb3300ab7a4edf1ec2898e3473258f552	trait	urn:codex:bootstrap:1.0.0#maxCount		http://www.w3.org/2001/XMLSchema#integer				1								
Count	urn:codex:bootstrap:1.0.0#Count#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	urn:codex:bootstrap:1.0.0#Count#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0/property/10c0f8d056b896408019f6853f12262b3661c9f177fb740208b55ffe1b130a7e		urn:codex:bootstrap:1.0.0#minCount					1									
Count	urn:codex:bootstrap:1.0.0#Count#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	urn:codex:bootstrap:1.0.0#Count#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1/property/92b2ce4570641c5d4f6bbfd3668ec0088bea41d3b507b1ebe28325e2d67ab8fb		urn:codex:bootstrap:1.0.0#maxCount					1									
DescendantPath	urn:codex:bootstrap:1.0.0#DescendantPath#shape	urn:codex:bootstrap:1.0.0#DescendantPath#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
DescendantPath	urn:codex:bootstrap:1.0.0#DescendantPath#shape	urn:codex:bootstrap:1.0.0#DescendantPath#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
DescendantPath	urn:codex:bootstrap:1.0.0#DescendantPath#shape	urn:codex:bootstrap:1.0.0#DescendantPath#shape/property/trait/f2ef0d70878dd6ee20538ab51f8bef94ca47ec3243addbf9c2aa764660fcd992	trait	urn:codex:bootstrap:1.0.0#conceptSelector		urn:cdx:value-type:ConceptName			1	1								
EachMemberSatisfies	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape/property/child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	child	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	urn:codex:bootstrap:1.0.0#Rule				1	1								
EachMemberSatisfies	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape/property/child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	child	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	urn:codex:bootstrap:1.0.0#DescendantPath					1								
EachMemberSatisfies	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape/property/child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	child	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	urn:codex:bootstrap:1.0.0#ChildPath					1								
EachMemberSatisfies	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
EachMemberSatisfies	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape	urn:codex:bootstrap:1.0.0#EachMemberSatisfies#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
