group	node_shape	property_subject	property_kind	path	class	datatype	node	node_kind	min_count	max_count	has_value	min_length	max_length	min_inclusive	max_inclusive	pattern	flags	in_values
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/trait/a7760e7549cabbd3fe9c479077ea42e464c6ff9dc02400d95cefaf05745155ef	trait	urn:codex:bootstrap:1.0.0#minCount		http://www.w3.org/2001/XMLSchema#integer				1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/trait/d0685efba23430ec703fce822145f7ecb3300ab7a4edf1ec2898e3473258f552	trait	urn:codex:bootstrap:1.0.0#maxCount		http://www.w3.org/2001/XMLSchema#integer				1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	urn:codex:bootstrap:1.0.0#OnPathCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0/property/10c0f8d056b896408019f6853f12262b3661c9f177fb740208b55ffe1b130a7e		urn:codex:bootstrap:1.0.0#minCount					1									
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	urn:codex:bootstrap:1.0.0#OnPathCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1/property/92b2ce4570641c5d4f6bbfd3668ec0088bea41d3b507b1ebe28325e2d67ab8fb		urn:codex:bootstrap:1.0.0#maxCount					1									
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/child/01ed9f3ce9c123082de6760df71be57f9b207a0fbc812e30da7e3e1c88af08ec	child	urn:codex:bootstrap:1.0.0#OnPathExists#child/01ed9f3ce9c123082de6760df71be57f9b207a0fbc812e30da7e3e1c88af08ec	urn:codex:bootstrap:1.0.0#ContentPath					1								
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/child/19abd3ea6186f0def524810088b6eae5e8ad10f70e7955791c02e694bad422f3	child	urn:codex:bootstrap:1.0.0#OnPathExists#child/19abd3ea6186f0def524810088b6eae5e8ad10f70e7955791c02e694bad422f3	urn:codex:bootstrap:1.0.0#TraitPath					1								
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	child	urn:codex:bootstrap:1.0.0#OnPathExists#child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	urn:codex:bootstrap:1.0.0#Rule				1	1								
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	child	urn:codex:bootstrap:1.0.0#OnPathExists#child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	urn:codex:bootstrap:1.0.0#DescendantPath					1								
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	child	urn:codex:bootstrap:1.0.0#OnPathExists#child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	urn:codex:bootstrap:1.0.0#ChildPath					1								
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
OnPathExists	urn:codex:bootstrap:1.0.0#OnPathExists#shape	urn:codex:bootstrap:1.0.0#OnPathExists#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/child/01ed9f3ce9c123082de6760df71be57f9b207a0fbc812e30da7e3e1c88af08ec	child	urn:codex:bootstrap:1.0.0#OnPathForAll#child/01ed9f3ce9c123082de6760df71be57f9b207a0fbc812e30da7e3e1c88af08ec	urn:codex:bootstrap:1.0.0#ContentPath					1								
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/child/19abd3ea6186f0def524810088b6eae5e8ad10f70e7955791c02e694bad422f3	child	urn:codex:bootstrap:1.0.0#OnPathForAll#child/19abd3ea6186f0def524810088b6eae5e8ad10f70e7955791c02e694bad422f3	urn:codex:bootstrap:1.0.0#TraitPath					1								
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	child	urn:codex:bootstrap:1.0.0#OnPathForAll#child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	urn:codex:bootstrap:1.0.0#Rule				1	1								
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	child	urn:codex:bootstrap:1.0.0#OnPathForAll#child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	urn:codex:bootstrap:1.0.0#DescendantPath					1								
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	child	urn:codex:bootstrap:1.0.0#OnPathForAll#child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	urn:codex:bootstrap:1.0.0#ChildPath					1								
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
OnPathForAll	urn:codex:bootstrap:1.0.0#OnPathForAll#shape	urn:codex:bootstrap:1.0.0#OnPathForAll#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
OrderConstraint	urn:codex:bootstrap:1.0.0#OrderConstraint#shape	urn:codex:bootstrap:1.0.0#OrderConstraint#shape/property/child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	child	urn:codex:bootstrap:1.0.0#OrderConstraint#child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	urn:codex:bootstrap:1.0.0#DescendantPath					1								
OrderConstraint	urn:codex:bootstrap:1.0.0#OrderConstraint#shape	urn:codex:bootstrap:1.0.0#OrderConstraint#shape/property/child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	child	urn:codex:bootstrap:1.0.0#OrderConstraint#child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	urn:codex:bootstrap:1.0.0#ChildPath					1								
OrderConstraint	urn:codex:bootstrap:1.0.0#OrderConstraint#shape	urn:codex:bootstrap:1.0.0#OrderConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
OrderConstraint	urn:codex:bootstrap:1.0.0#OrderConstraint#shape	urn:codex:bootstrap:1.0.0#OrderConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
OrderConstraint	urn:codex:bootstrap:1.0.0#OrderConstraint#shape	urn:codex:bootstrap:1.0.0#OrderConstraint#shape/property/trait/1303c06b0b014d0ce7b988ab173a13f31227d417058ff4bbe6f8c222b4ad913c	trait	urn:codex:bootstrap:1.0.0#type					1	1								$Ascending | $Descending
OrderConstraint	urn:codex:bootstrap:1.0.0#OrderConstraint#shape	urn:codex:bootstrap:1.0.0#OrderConstraint#shape/property/trait/26a8deae7f3c61dc641a929bd4ef023af871752585e6ba068929acc2de171fa8	trait	urn:codex:bootstrap:1.0.0#byTrait		urn:cdx:value-type:TraitName			1	1								
PatternConstraint	urn:codex:bootstrap:1.0.0#PatternConstraint#shape	urn:codex:bootstrap:1.0.0#PatternConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
PatternConstraint	urn:codex:bootstrap:1.0.0#PatternConstraint#shape	urn:codex:bootstrap:1.0.0#PatternConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
PatternConstraint	urn:codex:bootstrap:1.0.0#PatternConstraint#shape	urn:codex:bootstrap:1.0.0#PatternConstraint#shape/property/trait/1fd38d5cbd2a997b91f725cb1cb0a710849db30dac491ee42e92443fd8e3c1a2	trait	urn:codex:bootstrap:1.0.0#pattern		http://www.w3.org/2001/XMLSchema#string			1	1								
PatternConstraint	urn:codex:bootstrap:1.0.0#PatternConstraint#shape	urn:codex:bootstrap:1.0.0#PatternConstraint#shape/property/trait/2934fb49d6b38adef036c28fac69f188feae09259f3184e6d9cfbd0f35454fec	trait	urn:codex:bootstrap:1.0.0#flags		http://www.w3.org/2001/XMLSchema#string				1								
PatternConstraint	urn:codex:bootstrap:1.0.0#PatternConstraint#shape	urn:codex:bootstrap:1.0.0#PatternConstraint#shape/property/trait/982055e51c25a06a78218a70083240ea36ba656fd9081bf39440f847aa46f825	trait	urn:codex:bootstrap:1.0.0#trait		urn:cdx:value-type:TraitName			1	1								
RdfGraph	urn:codex:bootstrap:1.0.0#RdfGraph#shape	urn:codex:bootstrap:1.0.0#RdfGraph#shape/property/child/7c0b35e593e04b2ed86e6a63336c104f439eab980fa3be0a096a68c7ba4c69b1	child	urn:codex:bootstrap:1.0.0#RdfGraph#child/7c0b35e593e04b2ed86e6a63336c104f439eab980fa3be0a096a68c7ba4c69b1	urn:codex:bootstrap:1.0.0#RdfTriple				1									
RdfGraph	urn:codex:bootstrap:1.0.0#RdfGraph#shape	urn:codex:bootstrap:1.0.0#RdfGraph#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
RdfGraph	urn:codex:bootstrap:1.0.0#RdfGraph#shape	urn:codex:bootstrap:1.0.0#RdfGraph#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/trait/23761c9a25e7e554bc94613ad9ed061537ac540e989b9f1ca8eea5f02b56e027	trait	urn:codex:bootstrap:1.0.0#predicate				http://www.w3.org/ns/shacl#IRI	1	1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/trait/2958d416d08aa5a472d7b509036cb7eafd542add84527e66a145ea64cb4cdc75	trait	urn:codex:bootstrap:1.0.0#object				http://www.w3.org/ns/shacl#IRI		1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/trait/55ebd68669f8cb0349c7dc9862befbcec326bb661b804e780fd6b9dd92638698	trait	urn:codex:bootstrap:1.0.0#datatype				http://www.w3.org/ns/shacl#IRI		1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/trait/78f3f3423b346310eb58f4add60ff80181ec4c4b83fb663a6b072d6888b6b905	trait	urn:codex:bootstrap:1.0.0#lexical		http://www.w3.org/2001/XMLSchema#string				1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/trait/a4ef304ba42a200bafd78b046e0869af9183f6eee5524aead5dcb3a5ab5f8f3f	trait	urn:codex:bootstrap:1.0.0#language		http://www.w3.org/2001/XMLSchema#string				1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape	urn:codex:bootstrap:1.0.0#RdfTriple#shape/property/trait/a9491f4c1bf7b0cffbadcba2db8f028e4b3f2867cb59e1f3a0bc1968f3c51242	trait	urn:codex:bootstrap:1.0.0#subject				http://www.w3.org/ns/shacl#IRI	1	1								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/not/6d9f0bc6a43fcf341c62365c2f21334ff4ce15d85c787f3776c0add8ea9d1e94	urn:codex:bootstrap:1.0.0#RdfTriple#shape/not/6d9f0bc6a43fcf341c62365c2f21334ff4ce15d85c787f3776c0add8ea9d1e94/property/68fcc7a912e0ab7187d4c2e524bdffbb9c9951d17ba1079a7c0e306e66a67f99		urn:codex:bootstrap:1.0.0#language					1									
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/not/6d9f0bc6a43fcf341c62365c2f21334ff4ce15d85c787f3776c0add8ea9d1e94	urn:codex:bootstrap:1.0.0#RdfTriple#shape/not/6d9f0bc6a43fcf341c62365c2f21334ff4ce15d85c787f3776c0add8ea9d1e94/property/6bb9611e0c5b3d4eb779c516985bbfaa2e7fb0007db7002c2db20766def39f3a		urn:codex:bootstrap:1.0.0#datatype					1									
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/4f7bb7fc48c10af9c367015213cbe7ae3e38db06a13e359b18c47fe40c4713d2		urn:codex:bootstrap:1.0.0#lexical						0								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/68fcc7a912e0ab7187d4c2e524bdffbb9c9951d17ba1079a7c0e306e66a67f99		urn:codex:bootstrap:1.0.0#language						0								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/6bb9611e0c5b3d4eb779c516985bbfaa2e7fb0007db7002c2db20766def39f3a		urn:codex:bootstrap:1.0.0#datatype						0								
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/dd6fce33279d43cc1929c580db09bc8fd50c57291b3436f17fb6e5b7230b93fe		urn:codex:bootstrap:1.0.0#object					1									
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/4f7bb7fc48c10af9c367015213cbe7ae3e38db06a13e359b18c47fe40c4713d2		urn:codex:bootstrap:1.0.0#lexical					1									
RdfTriple	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#RdfTriple#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/dd6fce33279d43cc1929c580db09bc8fd50c57291b3436f17fb6e5b7230b93fe		urn:codex:bootstrap:1.0.0#object						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/property/trait/1303c06b0b014d0ce7b988ab173a13f31227d417058ff4bbe6f8c222b4ad913c	trait	urn:codex:bootstrap:1.0.0#type					1	1								$ReferenceMustResolve | $ReferenceSingleton | $ReferenceTargetsConcept | $ReferenceTargetsEntity | $ReferenceTraitAllowed
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/property/trait/57ac355fb9fd5d4ebaa2a21f4052a9fadb7379b80c9c3e9f09d1162b76816227	trait	urn:codex:bootstrap:1.0.0#traitName		urn:cdx:value-type:TraitName				1								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/property/trait/f2ef0d70878dd6ee20538ab51f8bef94ca47ec3243addbf9c2aa764660fcd992	trait	urn:codex:bootstrap:1.0.0#conceptSelector		urn:cdx:value-type:ConceptName				1								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/43e45eab60ba149dd0a19e635b196887340220a98e1f0a205a1ae8e01d567805		urn:codex:bootstrap:1.0.0#conceptSelector					1									
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ReferenceTargetsConcept							
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/683af3422e9465456b08946730c91fa136beb6beab5ede03e4bb93578d749c8d		urn:codex:bootstrap:1.0.0#traitName					1									
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ReferenceTraitAllowed							
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/43e45eab60ba149dd0a19e635b196887340220a98e1f0a205a1ae8e01d567805		urn:codex:bootstrap:1.0.0#conceptSelector						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/683af3422e9465456b08946730c91fa136beb6beab5ede03e4bb93578d749c8d		urn:codex:bootstrap:1.0.0#traitName						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ReferenceTargetsEntity							
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/43e45eab60ba149dd0a19e635b196887340220a98e1f0a205a1ae8e01d567805		urn:codex:bootstrap:1.0.0#conceptSelector						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/683af3422e9465456b08946730c91fa136beb6beab5ede03e4bb93578d749c8d		urn:codex:bootstrap:1.0.0#traitName						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ReferenceMustResolve							
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/4	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/4/property/43e45eab60ba149dd0a19e635b196887340220a98e1f0a205a1ae8e01d567805		urn:codex:bootstrap:1.0.0#conceptSelector						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/4	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/4/property/683af3422e9465456b08946730c91fa136beb6beab5ede03e4bb93578d749c8d		urn:codex:bootstrap:1.0.0#traitName						0								
ReferenceConstraint	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/4	urn:codex:bootstrap:1.0.0#ReferenceConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/4/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$ReferenceSingleton							
RequiresChildConcept	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
RequiresChildConcept	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
